Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
35,0.19149332037433262,0.2761005679893804,0.3921763915841756,0.14022972005211157
36,0.18975860214485393,0.22911983753355947,0.4579174170099282,0.1232041433116581
37,0.169263544977454,0.2510186246068019,0.4419447049563115,0.13777312545943263
38,0.1620533999327629,0.17151233260810542,0.5832351338835857,0.08319913357554581
39,0.1809336672462393,0.2921818881119943,0.34874472302205123,0.1781397216197154
40,0.40849048203727845,0.250754981832679,0.30518327000540224,0.03557126612464015
41,0.17934722239155537,0.2537863454204141,0.41441233536412403,0.1524540968239065
42,0.17644255059049319,0.24497745793975315,0.47146187926636474,0.10711811220338877
43,0.17437935564315807,0.24239024728429712,0.4226245676105604,0.16060582946198423
44,0.13467276227098074,0.20977652351478956,0.43048834583137136,0.22506236838285854
45,0.16504763440496345,0.24200386826214174,0.46656226306500076,0.126386234267894
46,0.15514252692232947,0.13912023323427833,0.661361621645954,0.04437561819743818
47,0.16733793428087082,0.2645152818708078,0.38215411904365426,0.18599266480466714
48,0.16987740253643024,0.3385820393234534,0.3406052239408929,0.15093533419922367
49,0.13964296510574864,0.26627561294185614,0.3713200887828714,0.2227613331695238
50,0.10392880503407641,0.1535493929797296,0.6804239487335573,0.06209785325263641
51,0.19621722413780718,0.273085395783659,0.3700156211246774,0.16068175895385658
52,0.09801727556419391,0.13272254718459764,0.7218406685701763,0.04741950868103222
53,0.16688740266051044,0.2824654369045874,0.35389055210779546,0.19675660832710676
54,0.14520940488607642,0.1545666251855625,0.6533331242681679,0.046890845660193275
55,0.18012360920429116,0.2625532972751378,0.37184873309389616,0.18547436042667492
56,0.08468553378806161,0.108701188879687,0.7535247157343835,0.053088561597867914
57,0.20794638178173488,0.2512395568914733,0.40985132011577363,0.13096274121101825
58,0.08437809014591682,0.1029608160855738,0.7645681825254366,0.04809291124307304
59,0.18359313971796543,0.282279945099912,0.3751313074346221,0.15899560774750054
60,0.1210178091922047,0.10818580233495957,0.7363504236047512,0.034445964868084156
61,0.17889778557063343,0.2601264512882786,0.4345073969170921,0.12646836622399577
62,0.11878140451418177,0.2356462601476278,0.36832435147573045,0.27724798386246
63,0.15342701067196393,0.22994596699582132,0.4929021880878649,0.12372483424434991
64,0.1533495661081814,0.21384137471515088,0.4273214386595427,0.20548762051712488
65,0.16049512832503354,0.26386328040887913,0.3655245680683107,0.2101170231977768
66,0.17498046037418566,0.25717456794180366,0.3719051352525187,0.1959398364314918
67,0.1714190713639057,0.2646956008415612,0.39786502457088896,0.16602030322364394
68,0.26581270581437055,0.31219386326722387,0.2982561125556538,0.1237373183627518
69,0.22150242886596666,0.2658783816524776,0.3657511090599752,0.14686808042158042
70,0.11284189596590265,0.40884441976512176,0.17335739248523643,0.3049562917837391
71,0.20277983307246333,0.2697076781982391,0.3781401630072074,0.14937232572209008
72,0.2376378576072527,0.3224647455823309,0.2590346003984352,0.18086279641198122
73,0.17869701379118944,0.25794247193773906,0.4333806876536663,0.12997982661740504
74,0.1217018882289215,0.21685422025168413,0.46676471495348315,0.19467917656591102
75,0.19841617967703473,0.2550980179180934,0.414648082075964,0.13183772032890773
76,0.10256329023843225,0.32271488947542243,0.22064660724765706,0.35407521303848827
77,0.16090174723598236,0.2525825708285172,0.4105218771958976,0.17599380473960277
78,0.12738610306538806,0.23943224554483325,0.5004390858574418,0.1327425655323367
79,0.18709673392911813,0.2744412041593813,0.39189394397524707,0.14656811793625368
80,0.13216205597961525,0.30154169258646524,0.31648355012079216,0.2498127013131274
81,0.1435130134282451,0.24779523819521482,0.46469884196815686,0.14399290640838322
82,0.11352517453747366,0.2208625141179118,0.37029307124603345,0.2953192400985813
83,0.19062953273840239,0.2771526498639359,0.36358054577680854,0.16863727162085296
84,0.13106114824855722,0.24218533706652454,0.44637239896771247,0.18038111571720564
85,0.20679278200658652,0.27490935329728616,0.392658080403543,0.12563978429258435
86,0.20363838436070877,0.32844633732826023,0.3479465042888941,0.11996877402213663
87,0.1890357707284942,0.24649380134371066,0.4136537639382529,0.15081666398954238
88,0.214560312189402,0.3640369726889906,0.2600025492330533,0.1614001658885541
89,0.20191710965869672,0.2734640600970146,0.4071415281860717,0.11747730205821696
90,0.25343027344498464,0.42582703875752076,0.17092421634901578,0.14981847144847868
91,0.16946004872495304,0.250885422365431,0.4185697509083511,0.16108477800126486
92,0.17327926925619697,0.29692699124199473,0.2389240611376601,0.2908696783641481
93,0.20298403692610303,0.28829410825997276,0.38125365982226855,0.12746819499165585
94,0.22938817769525321,0.23446718523767157,0.37504971091586453,0.16109492615121065
95,0.1817189966940463,0.2701873319173959,0.36909762558306936,0.17899604580548836
96,0.1711667289632905,0.31447064816132675,0.23694515392096793,0.2774174689544148
97,0.16959853541796138,0.2263774936254468,0.4595723648015737,0.1444516061550182
98,0.19024781713227223,0.17670199277247317,0.5356584705406763,0.09739171955457801
99,0.1791566507102225,0.28152068277732617,0.41732012558056364,0.12200254093188766
100,0.12894819205684788,0.1916633526218676,0.5208709797507923,0.15851747557049234
101,0.19649807660792523,0.26934117800779883,0.39600545778912233,0.13815528759515341
102,0.18154484442674051,0.3342100609626608,0.29746652648657773,0.1867785681240209
103,0.15966083335046957,0.27046289084727326,0.40364720518765784,0.16622907061459924
104,0.18333046928519817,0.3305025189879117,0.2726193489317525,0.21354766279513765
105,0.18680041846581935,0.2521199009056004,0.4083957814354096,0.1526838991931707
106,0.0904631195760651,0.1362038329987638,0.7062269102259684,0.06710613719920276
107,0.19638658335772027,0.2923631048470004,0.3706168715763246,0.14063344021895463
108,0.2170110282936391,0.30320813223151644,0.3428133781018205,0.13696746137302404
109,0.20528735160083497,0.2886505101502058,0.3795983775134007,0.12646376073555868
110,0.14205880003906812,0.26953681291762716,0.34621835424941744,0.2421860327938873
111,0.18349653943961894,0.24989439025947338,0.4244560393567174,0.1421530309441902
112,0.21332732053308764,0.30578114257845695,0.3518809536634406,0.12901058322501469
113,0.182913457346629,0.25227941817500416,0.41486219710191213,0.14994492737645448
114,0.21506254022735452,0.3779188751107491,0.19965627705774647,0.20736230760414975
115,0.17228103326498712,0.2468696275502138,0.4240390949989184,0.15681024418588058
116,0.08816431081984598,0.10712437636144757,0.730703760157153,0.07400755266155365
117,0.19283922656109745,0.2763392090581979,0.35466636632795245,0.17615519805275232
118,0.08576876501351398,0.09947212764760507,0.7654231707777425,0.04933593656113858
119,0.1859341380145645,0.27506551398049683,0.3883860054603672,0.15061434254457137
