id,father_height,mother_height,boy_dummy,prediction
5365,1.73,1.59,1,1.7417423647134052
5367,1.7,1.69,1,1.752756623645225
5369,1.78,1.59,1,1.7563481468553297
5370,1.72,1.66,1,1.7526656180369025
5371,1.76,1.61,1,1.7544613796419548
5372,1.68,1.54,1,1.7172477184629933
5373,1.75,1.68,1,1.7653846329654521
5374,1.72,1.61,1,1.7427767539284151
5377,1.76,1.64,1,1.760394698107047
5379,1.76,1.72,1,1.7762168806806269
5380,1.72,1.62,1,1.7447545267501128
5381,1.68,1.58,1,1.7251588097497832
5383,1.75,1.57,1,1.74362913192678
5384,1.76,1.58,1,1.7485280611768623
5385,1.7,1.45,1,1.7052900759244858
5387,1.63,1.62,1,1.7184641188946483
5389,1.7,1.67,1,1.7488010780018302
5392,1.67,1.65,1,1.7360820630732805
5393,1.71,1.57,1,1.7319445062132404
5394,1.77,1.69,1,1.7732047186439193
5397,1.66,1.6,1,1.7232720425364083
5398,1.72,1.65,1,1.750687845215205
5400,1.83,1.6,1,1.7729317018189517
5402,1.7,1.61,1,1.7369344410716452
5407,1.74,1.65,1,1.7565301580719748
5408,1.7,1.63,1,1.7408899867150402
5409,1.78,1.66,1,1.7701925566072119
5410,1.79,1.6,1,1.761247076105412
5413,1.71,1.59,1,1.7359000518566354
5414,1.64,1.63,1,1.7233630481447308
5416,1.72,1.66,1,1.7526656180369025
5419,1.73,1.63,1,1.7496534560001948
5421,1.74,1.7,1,1.766419022180462
5422,1.65,1.61,1,1.7223286589297206
5423,1.74,1.68,1,1.762463476537067
5424,1.71,1.61,1,1.7398555975000303
5425,1.65,1.58,1,1.7163953404646284
5426,1.79,1.57,1,1.7553137576403195
5428,1.76,1.53,1,1.738639197068375
5429,1.75,1.61,1,1.7515402232135697
5431,1.82,1.6,1,1.7700105453905666
5432,1.69,1.68,1,1.7478576943951427
5435,1.79,1.69,1,1.7790470315006892
5436,1.75,1.64,1,1.7574735416786622
5445,1.7,1.56,1,1.727045576963158
5446,1.75,1.66,1,1.7614290873220573
5447,1.76,1.67,1,1.7663280165721396
5448,1.72,1.54,1,1.728932344176533
5450,1.74,1.6,1,1.7466412939634874
5452,1.72,1.64,1,1.7487100723935076
5453,1.74,1.61,1,1.7486190667851849
5455,1.71,1.6,1,1.7378778246783328
5459,1.71,1.56,1,1.729966733391543
5461,1.7,1.68,1,1.7507788508235276
5462,1.76,1.6,1,1.7524836068202574
5464,1.76,1.56,1,1.7445725155334673
5465,1.72,1.64,1,1.7487100723935076
5467,1.67,1.58,1,1.722237653321398
5468,1.78,1.64,1,1.7662370109638168
5471,1.86,1.64,1,1.7896062623908962
5476,1.79,1.64,1,1.7691581673922019
5479,1.8,1.62,1,1.768123778177192
5481,1.8,1.58,1,1.760212686890402
5482,1.75,1.6,1,1.7495624503918723
5485,1.64,1.64,1,1.7253408209664283
5486,1.69,1.63,1,1.7379688302866554
5488,1.63,1.51,1,1.6967086178559763
5489,1.7,1.66,1,1.7468233051801327
5490,1.81,1.63,1,1.7730227074272742
5491,1.73,1.63,1,1.7496534560001948
5492,1.73,1.64,1,1.7516312288218923
5495,1.73,1.61,1,1.7456979103568
5496,1.64,1.63,1,1.7233630481447308
5498,1.72,1.65,1,1.750687845215205
5499,1.76,1.57,1,1.746550288355165
5500,1.78,1.66,1,1.7701925566072119
5503,1.68,1.59,1,1.7271365825714806
5504,1.67,1.69,1,1.7439931543600704
5506,1.74,1.67,1,1.7604857037153696
5508,1.76,1.63,1,1.7584169252853497
5509,1.73,1.62,1,1.7476756831784974
5510,1.8,1.65,1,1.7740570966422844
5517,1.63,1.6,1,1.7145085732512535
5518,1.74,1.52,1,1.7308191113899076
5521,1.7,1.64,1,1.7428677595367377
5522,1.64,1.63,1,1.7233630481447308
5523,1.68,1.59,1,1.7271365825714806
5527,1.77,1.63,1,1.7613380817137345
5528,1.8,1.72,1,1.7879015063941666
5529,1.75,1.64,1,1.7574735416786622
5531,1.73,1.64,1,1.7516312288218923
5532,1.7,1.67,1,1.7488010780018302
5533,1.65,1.59,1,1.7183731132863258
5535,1.67,1.6,1,1.7261931989647932
5539,1.67,1.6,1,1.7261931989647932
5540,1.65,1.59,1,1.7183731132863258
5545,1.72,1.71,1,1.76255448214539
5546,1.69,1.68,1,1.7478576943951427
5548,1.68,1.58,1,1.7251588097497832
5550,1.68,1.66,1,1.740980992323363
5552,1.67,1.67,1,1.7400376087166753
5553,1.78,1.64,1,1.7662370109638168
5554,1.79,1.64,1,1.7691581673922019
5555,1.72,1.63,1,1.7467322995718102
5559,1.75,1.71,1,1.7713179514305446
5560,1.7,1.67,1,1.7488010780018302
5562,1.77,1.64,1,1.763315854535432
5563,1.72,1.67,1,1.7546433908585999
5565,1.68,1.63,1,1.7350476738582703
5567,1.72,1.66,1,1.7526656180369025
5569,1.72,1.72,1,1.7645322549670874
5573,1.77,1.62,1,1.759360308892037
5574,1.74,1.68,1,1.762463476537067
5577,1.76,1.69,1,1.7702835622155346
5580,1.84,1.59,1,1.7738750854256389
5581,1.78,1.6,1,1.7583259196770271
5583,1.74,1.52,1,1.7308191113899076
5585,1.72,1.65,1,1.750687845215205
5587,1.76,1.73,1,1.7781946535023243
5588,1.75,1.54,1,1.7376958134616876
5592,1.71,1.63,1,1.7438111431434251
5593,1.7,1.68,1,1.7507788508235276
5594,1.76,1.6,1,1.7524836068202574
5595,1.68,1.58,1,1.7251588097497832
5596,1.77,1.63,1,1.7613380817137345
5598,1.71,1.62,1,1.7418333703217277
5599,1.66,1.66,1,1.735138679466593
5603,1.84,1.59,1,1.7738750854256389
5604,1.67,1.55,1,1.7163043348563058
5605,1.75,1.58,1,1.7456069047484775
5607,1.75,1.65,1,1.7594513145003599
5608,1.78,1.61,1,1.7603036924987245
5610,1.72,1.66,1,1.7526656180369025
5613,1.7,1.67,1,1.7488010780018302
5615,1.68,1.56,1,1.7212032641063884
5616,1.73,1.56,1,1.7358090462483127
5617,1.76,1.71,1,1.7742391078589295
5618,1.75,1.68,1,1.7653846329654521
5619,1.75,1.52,1,1.7337402678182925
5620,1.75,1.59,1,1.7475846775701749
5627,1.75,1.58,1,1.7456069047484775
5628,1.71,1.64,1,1.7457889159651225
5629,1.74,1.59,1,1.7446635211417898
5630,1.67,1.65,1,1.7360820630732805
5631,1.83,1.68,1,1.7887538843925315
5632,1.78,1.64,1,1.7662370109638168
5633,1.71,1.64,1,1.7457889159651225
5634,1.76,1.63,1,1.7584169252853497
5635,1.83,1.59,1,1.7709539289972542
5637,1.81,1.67,1,1.780933798714064
5639,1.75,1.67,1,1.7634068601437547
5640,1.75,1.74,1,1.777251269895637
5646,1.79,1.65,1,1.7711359402138993
5647,1.83,1.66,1,1.7847983387491364
5650,1.72,1.65,1,1.750687845215205
5653,1.74,1.66,1,1.7585079308936722
5654,1.69,1.63,1,1.7379688302866554
5656,1.7,1.62,1,1.7389122138933428
5663,1.74,1.57,1,1.740707975498395
5668,1.8,1.59,1,1.7621904597120994
5669,1.71,1.54,1,1.7260111877481479
5670,1.71,1.65,1,1.74776668878682
5677,1.74,1.63,1,1.75257461242858
5678,1.73,1.56,1,1.7358090462483127
5680,1.8,1.67,1,1.7780126422856792
5681,1.66,1.58,1,1.7193164968930135
5683,1.89,1.62,1,1.794414186032656
5685,1.72,1.66,1,1.7526656180369025
5686,1.75,1.68,1,1.7653846329654521
5689,1.71,1.69,1,1.75567778007361
5690,1.69,1.67,1,1.745879921573445
5693,1.7,1.53,1,1.7211122584980656
5694,1.73,1.55,1,1.7338312734266152
5695,1.79,1.62,1,1.765202621748807
5696,1.73,1.68,1,1.7595423201086824
5697,1.72,1.69,1,1.758598936501995
5698,1.67,1.64,1,1.734104290251583
5703,1.65,1.63,1,1.7262842045731157
5705,1.7,1.64,1,1.7428677595367377
5709,1.75,1.57,1,1.74362913192678
5710,1.7,1.64,1,1.7428677595367377
5711,1.78,1.68,1,1.774148102250607
5712,1.71,1.65,1,1.74776668878682
5713,1.78,1.62,1,1.762281465320422
5714,1.68,1.6,1,1.729114355393178
5716,1.79,1.67,1,1.7750914858572941
5718,1.68,1.57,1,1.7231810369280858
5719,1.72,1.64,1,1.7487100723935076
5720,1.75,1.59,1,1.7475846775701749
5721,1.82,1.61,1,1.771988318212264
5727,1.76,1.64,1,1.760394698107047
5728,1.7,1.66,1,1.7468233051801327
5729,1.71,1.66,1,1.7497444616085176
5730,1.83,1.65,1,1.782820565927439
5731,1.73,1.59,1,1.7417423647134052
5732,1.79,1.59,1,1.7592693032837143
5733,1.8,1.56,1,1.7562571412470072
5734,1.78,1.59,1,1.7563481468553297
5736,1.65,1.58,1,1.7163953404646284
5738,1.77,1.63,1,1.7613380817137345
5740,1.66,1.59,1,1.721294269714711
5743,1.65,1.6,1,1.7203508861080232
5744,1.75,1.57,1,1.74362913192678
5745,1.8,1.62,1,1.768123778177192
5746,1.79,1.67,1,1.7750914858572941
5747,1.74,1.58,1,1.7426857483200924
5749,1.75,1.63,1,1.7554957688569648
5750,1.77,1.62,1,1.759360308892037
5755,1.83,1.73,1,1.7986427485010188
5757,1.74,1.58,1,1.7426857483200924
5758,1.78,1.71,1,1.7800814207156992
5759,1.79,1.7,1,1.7810248043223866
5762,1.75,1.59,1,1.7475846775701749
5766,1.79,1.59,1,1.7592693032837143
5767,1.72,1.69,1,1.758598936501995
5771,1.67,1.62,1,1.7301487446081882
5774,1.73,1.68,1,1.7595423201086824
5777,1.74,1.59,1,1.7446635211417898
5779,1.71,1.63,1,1.7438111431434251
5780,1.65,1.6,1,1.7203508861080232
5781,1.76,1.51,1,1.7346836514249802
5783,1.79,1.73,1,1.7869581227874791
5786,1.75,1.65,1,1.7594513145003599
5787,1.73,1.66,1,1.7555867744652873
5788,1.76,1.64,1,1.760394698107047
5790,1.76,1.65,1,1.7623724709287445
5791,1.77,1.63,1,1.7613380817137345
5792,1.75,1.64,1,1.7574735416786622
5793,1.75,1.66,1,1.7614290873220573
5796,1.74,1.62,1,1.7505968396068825
5797,1.69,1.55,1,1.7221466477130756
5798,1.7,1.59,1,1.7329788954282503
5799,1.7,1.53,1,1.7211122584980656
5800,1.7,1.56,1,1.727045576963158
5803,1.71,1.69,1,1.75567778007361
5807,1.76,1.58,1,1.7485280611768623
5809,1.71,1.66,1,1.7497444616085176
5811,1.71,1.63,1,1.7438111431434251
5814,1.7,1.7,1,1.7547343964669224
5815,1.73,1.57,1,1.7377868190700103
5816,1.68,1.63,1,1.7350476738582703
5817,1.79,1.65,1,1.7711359402138993
5818,1.73,1.64,1,1.7516312288218923
5821,1.71,1.62,1,1.7418333703217277
5822,1.75,1.58,1,1.7456069047484775
5823,1.77,1.64,1,1.763315854535432
5824,1.69,1.61,1,1.7340132846432605
5826,1.74,1.58,1,1.7426857483200924
5829,1.69,1.61,1,1.7340132846432605
5830,1.65,1.64,1,1.7282619773948131
5832,1.69,1.67,1,1.745879921573445
5835,1.71,1.6,1,1.7378778246783328
5836,1.88,1.6,1,1.7875374839608762
5837,1.7,1.63,1,1.7408899867150402
5838,1.77,1.59,1,1.7534269904269446
5839,1.75,1.7,1,1.769340178608847
5841,1.66,1.69,1,1.7410719979316855
5842,1.77,1.64,1,1.763315854535432
5843,1.66,1.63,1,1.7292053610015006
5847,1.72,1.62,1,1.7447545267501128
5849,1.74,1.72,1,1.7703745678238572
5850,1.74,1.69,1,1.7644412493587647
5853,1.73,1.57,1,1.7377868190700103
5854,1.82,1.64,1,1.7779216366773565
5855,1.69,1.55,1,1.7221466477130756
5861,1.72,1.61,1,1.7427767539284151
5863,1.72,1.65,1,1.750687845215205
5869,1.72,1.71,1,1.76255448214539
5871,1.74,1.65,1,1.7565301580719748
5874,1.73,1.67,1,1.757564547286985
5875,1.76,1.67,1,1.7663280165721396
5880,1.66,1.61,1,1.7252498153581057
5885,1.71,1.64,1,1.7457889159651225
5888,1.72,1.65,1,1.750687845215205
5893,1.69,1.58,1,1.728079966178168
5900,1.77,1.65,1,1.7652936273571296
5905,1.87,1.72,1,1.8083496013928608
5908,1.75,1.66,1,1.7614290873220573
5909,1.75,1.59,1,1.7475846775701749
5911,1.77,1.58,1,1.7514492176052472
5912,1.69,1.59,1,1.7300577389998655
5913,1.71,1.64,1,1.7457889159651225
5914,1.72,1.69,1,1.758598936501995
5918,1.7,1.6,1,1.7349566682499478
5921,1.68,1.59,1,1.7271365825714806
5922,1.68,1.58,1,1.7251588097497832
5925,1.81,1.6,1,1.767089388962182
5927,1.78,1.64,1,1.7662370109638168
5929,1.74,1.58,1,1.7426857483200924
5931,1.72,1.64,1,1.7487100723935076
5932,1.75,1.64,1,1.7574735416786622
5933,1.7,1.61,1,1.7369344410716452
5937,1.74,1.68,1,1.762463476537067
5939,1.7,1.58,1,1.731001122606553
5945,1.79,1.67,1,1.7750914858572941
5946,1.73,1.62,1,1.7476756831784974
5947,1.7,1.68,1,1.7507788508235276
5948,1.77,1.56,1,1.7474936719618523
5949,1.72,1.62,1,1.7447545267501128
5950,1.73,1.61,1,1.7456979103568
5953,1.66,1.6,1,1.7232720425364083
5954,1.71,1.52,1,1.722055642104753
5955,1.71,1.6,1,1.7378778246783328
5959,1.71,1.64,1,1.7457889159651225
5962,1.67,1.65,1,1.7360820630732805
5965,1.68,1.65,1,1.7390032195016654
5970,1.73,1.61,1,1.7456979103568
5971,1.65,1.55,1,1.7104620219995361
5973,1.72,1.63,1,1.7467322995718102
5974,1.73,1.57,1,1.7377868190700103
5976,1.71,1.66,1,1.7497444616085176
5978,1.71,1.7,1,1.7576555528953075
5980,1.71,1.55,1,1.7279889605698453
5985,1.76,1.62,1,1.7564391524636522
5987,1.8,1.66,1,1.7760348694639818
5988,1.78,1.59,1,1.7563481468553297
5989,1.79,1.64,1,1.7691581673922019
5990,1.74,1.58,1,1.7426857483200924
5992,1.71,1.69,1,1.75567778007361
5994,1.76,1.65,1,1.7623724709287445
5995,1.77,1.61,1,1.7573825360703395
5996,1.65,1.65,1,1.7302397502165108
5000,1.71,1.66,0,1.6551683333147245
5004,1.71,1.6,0,1.6371900560177939
5006,1.72,1.62,0,1.6450635379034844
5009,1.77,1.61,0,1.6514707722875634
5010,1.72,1.64,0,1.6510562970024611
5011,1.74,1.65,0,1.6578141221253766
5013,1.79,1.68,0,1.6762068747074097
5014,1.75,1.61,0,1.6477093267141365
5016,1.7,1.56,0,1.6233238150331264
5017,1.8,1.58,0,1.6481238019992386
5018,1.65,1.63,0,1.6348948579459779
5019,1.71,1.69,0,1.6641574719631902
5020,1.75,1.63,0,1.6537020858131133
5021,1.72,1.66,0,1.6570490561014382
5022,1.79,1.65,0,1.6672177360589444
5023,1.75,1.55,0,1.6297310494172055
5024,1.73,1.65,0,1.6559333993386631
5026,1.76,1.63,0,1.655582808599827
5028,1.77,1.55,0,1.6334924949906324
5030,1.68,1.55,0,1.6165659899102107
5032,1.67,1.67,0,1.6506418217173588
5033,1.72,1.6,0,1.6390707788045074
5036,1.74,1.7,0,1.6727960198728191
5039,1.78,1.6,0,1.6503551155247886
5040,1.72,1.68,0,1.663041815200415
5043,1.67,1.61,0,1.632663544420428
5045,1.7,1.63,0,1.6442984718795457
5046,1.74,1.6,0,1.6428322243779343
5047,1.71,1.63,0,1.6461791946662592
5049,1.77,1.62,0,1.654467151837052
5050,1.75,1.62,0,1.6507057062636248
5054,1.75,1.71,0,1.677673122209021
5059,1.78,1.58,0,1.6443623564258116
5060,1.61,1.56,0,1.6063973099527045
5061,1.76,1.69,0,1.6735610858967578
5063,1.84,1.63,0,1.6706285908935352
5065,1.62,1.7,0,1.6502273464322568
5066,1.8,1.69,0,1.681083977043612
5067,1.72,1.71,0,1.6720309538488807
5068,1.76,1.56,0,1.6346081517534075
5069,1.73,1.61,0,1.643947881140709
5072,1.72,1.64,0,1.6510562970024611
5074,1.74,1.64,0,1.6548177425758883
5080,1.74,1.63,0,1.6518213630263996
5081,1.66,1.65,0,1.6427683398316684
5082,1.72,1.66,0,1.6570490561014382
5083,1.74,1.68,0,1.666803260773842
5085,1.82,1.59,0,1.6548816271221543
5087,1.81,1.62,0,1.661990042983906
5088,1.8,1.59,0,1.651120181548727
5091,1.74,1.62,0,1.6488249834769113
5093,1.79,1.7,0,1.6821996338063867
5098,1.68,1.61,0,1.6345442672071417
5099,1.76,1.68,0,1.6705647063472693
5100,1.71,1.52,0,1.6132190196218859
5102,1.69,1.57,0,1.6244394717959012
5104,1.8,1.72,0,1.6900731156920772
5106,1.78,1.63,0,1.659344254173254
5107,1.72,1.62,0,1.6450635379034844
5109,1.81,1.7,0,1.6859610793798139
5110,1.69,1.64,0,1.6454141286423205
5111,1.8,1.6,0,1.6541165610982156
5114,1.78,1.6,0,1.6503551155247886
5116,1.72,1.6,0,1.6390707788045074
5117,1.78,1.62,0,1.6563478746237654
5120,1.76,1.62,0,1.6525864290503383
5121,1.75,1.63,0,1.6537020858131133
5123,1.69,1.63,0,1.6424177490928322
5124,1.84,1.66,0,1.6796177295420005
5125,1.79,1.59,0,1.6492394587620134
5130,1.72,1.62,0,1.6450635379034844
5131,1.7,1.65,0,1.6502912309785227
5132,1.74,1.65,0,1.6578141221253766
5135,1.74,1.65,0,1.6578141221253766
5137,1.71,1.73,0,1.676142990161144
5140,1.74,1.63,0,1.6518213630263996
5143,1.73,1.66,0,1.6589297788881516
5144,1.77,1.6,0,1.648474392738075
5145,1.8,1.66,0,1.6720948383951464
5146,1.71,1.68,0,1.6611610924137015
5149,1.69,1.6,0,1.6334286104443667
5150,1.73,1.6,0,1.6409515015912208
5153,1.73,1.58,0,1.6349587424922438
5154,1.7,1.62,0,1.6413020923300572
5156,1.71,1.62,0,1.6431828151167707
5157,1.83,1.65,0,1.6747406272057985
5158,1.76,1.65,0,1.6615755676988038
5159,1.86,1.63,0,1.6743900364669622
5161,1.76,1.73,0,1.6855466040947116
5162,1.66,1.68,0,1.6517574784801339
5163,1.77,1.66,0,1.6664526700350057
5167,1.71,1.7,0,1.6671538515126785
5168,1.78,1.67,0,1.671329772371208
5171,1.73,1.56,0,1.6289659833932668
5175,1.72,1.56,0,1.6270852606065533
5178,1.83,1.7,0,1.689722524953241
5182,1.75,1.63,0,1.6537020858131133
5190,1.69,1.54,0,1.6154503331474357
5191,1.77,1.62,0,1.654467151837052
5195,1.69,1.66,0,1.6514068877412975
5198,1.75,1.56,0,1.632727428966694
5200,1.73,1.67,0,1.6619261584376401
5201,1.78,1.6,0,1.6503551155247886
5202,1.72,1.63,0,1.6480599174529726
5203,1.78,1.64,0,1.6623406337227422
5206,1.67,1.61,0,1.632663544420428
5208,1.73,1.58,0,1.6349587424922438
5209,1.75,1.69,0,1.671680363110044
5212,1.69,1.68,0,1.6573996468402745
5213,1.76,1.56,0,1.6346081517534075
5214,1.67,1.66,0,1.6476454421678706
5215,1.76,1.6,0,1.6465936699513615
5216,1.71,1.59,0,1.6341936764683052
5218,1.73,1.56,0,1.6289659833932668
5219,1.73,1.67,0,1.6619261584376401
5220,1.71,1.71,0,1.670150231062167
5221,1.71,1.64,0,1.6491755742157475
5222,1.79,1.53,0,1.6312611814650826
5225,1.75,1.66,0,1.6626912244615788
5227,1.68,1.68,0,1.655518924053561
5228,1.73,1.62,0,1.6469442606901978
5229,1.62,1.58,0,1.614270791838395
5231,1.71,1.69,0,1.6641574719631902
5233,1.78,1.58,0,1.6443623564258116
5236,1.63,1.59,0,1.619147894174597
5237,1.81,1.63,0,1.6649864225333944
5239,1.74,1.66,0,1.6608105016748653
5241,1.68,1.62,0,1.63754064675663
5243,1.73,1.64,0,1.6529370197891746
5247,1.8,1.64,0,1.6661020792961694
5248,1.67,1.58,0,1.6236744057719625
5249,1.75,1.61,0,1.6477093267141365
5252,1.71,1.62,0,1.6431828151167707
5253,1.75,1.7,0,1.6746767426595328
5254,1.79,1.69,0,1.6792032542568984
5256,1.72,1.66,0,1.6570490561014382
5257,1.79,1.66,0,1.670214115608433
5259,1.76,1.65,0,1.6615755676988038
